cell_id	coords
3782	[[3949, 6271], [3943, 6272], [3942, 6273], [3937, 6273], [3936, 6272], [3932, 6272], [3931, 6271], [3929, 6271], [3920, 6261], [3920, 6259], [3922, 6256], [3922, 6250], [3921, 6249], [3921, 6245], [3926, 6240], [3928, 6241], [3935, 6233], [3938, 6233], [3939, 6234], [3944, 6235], [3946, 6237], [3951, 6237], [3953, 6239], [3955, 6239], [3956, 6241], [3958, 6246], [3962, 6251], [3962, 6253], [3960, 6254], [3962, 6256], [3961, 6261], [3956, 6267], [3949, 6271]]
3783	[[2525, 6295], [2521, 6293], [2514, 6287], [2514, 6285], [2512, 6282], [2512, 6280], [2509, 6274], [2509, 6269], [2508, 6268], [2508, 6265], [2511, 6264], [2508, 6262], [2509, 6261], [2509, 6258], [2511, 6254], [2518, 6246], [2519, 6246], [2521, 6244], [2523, 6244], [2534, 6236], [2536, 6236], [2539, 6234], [2549, 6234], [2560, 6239], [2565, 6246], [2565, 6252], [2566, 6253], [2565, 6255], [2565, 6260], [2564, 6261], [2564, 6263], [2562, 6265], [2560, 6269], [2560, 6271], [2558, 6273], [2558, 6274], [2557, 6275], [2556, 6275], [2555, 6277], [2550, 6282], [2546, 6289], [2543, 6292], [2539, 6294], [2537, 6294], [2536, 6295], [2525, 6295]]
3784	[[4363, 6291], [4352, 6291], [4351, 6290], [4345, 6289], [4336, 6282], [4336, 6278], [4333, 6273], [4333, 6265], [4334, 6265], [4335, 6268], [4335, 6266], [4336, 6265], [4335, 6263], [4333, 6262], [4333, 6259], [4334, 6258], [4334, 6255], [4335, 6254], [4335, 6249], [4337, 6245], [4344, 6238], [4348, 6236], [4350, 6236], [4353, 6234], [4364, 6234], [4371, 6238], [4377, 6245], [4377, 6246], [4379, 6248], [4382, 6254], [4382, 6256], [4383, 6257], [4383, 6261], [4384, 6262], [4384, 6264], [4383, 6265], [4383, 6271], [4382, 6272], [4380, 6280], [4378, 6282], [4378, 6283], [4372, 6288], [4368, 6289], [4367, 6290], [4364, 6290], [4363, 6291]]
3785	[[2047, 6286], [2033, 6286], [2032, 6285], [2028, 6284], [2023, 6280], [2020, 6279], [2017, 6277], [2015, 6273], [2017, 6272], [2015, 6271], [2016, 6267], [2014, 6265], [2014, 6263], [2016, 6261], [2013, 6260], [2012, 6262], [2009, 6258], [2009, 6248], [2012, 6242], [2015, 6239], [2023, 6238], [2024, 6237], [2032, 6237], [2033, 6236], [2043, 6236], [2044, 6237], [2047, 6237], [2053, 6240], [2055, 6240], [2057, 6242], [2061, 6244], [2064, 6248], [2066, 6252], [2066, 6255], [2067, 6256], [2067, 6266], [2066, 6267], [2066, 6269], [2063, 6275], [2059, 6280], [2047, 6286]]
3786	[[2386, 6294], [2380, 6294], [2379, 6293], [2377, 6293], [2373, 6291], [2367, 6286], [2364, 6280], [2364, 6278], [2362, 6275], [2362, 6271], [2361, 6270], [2361, 6263], [2362, 6262], [2362, 6264], [2363, 6264], [2363, 6262], [2362, 6261], [2362, 6257], [2363, 6256], [2363, 6254], [2365, 6252], [2367, 6247], [2373, 6241], [2383, 6236], [2395, 6236], [2399, 6238], [2402, 6238], [2410, 6242], [2417, 6249], [2419, 6253], [2419, 6262], [2418, 6263], [2418, 6267], [2417, 6268], [2417, 6270], [2414, 6276], [2410, 6280], [2404, 6283], [2396, 6290], [2390, 6293], [2387, 6293], [2386, 6294]]
3787	[[3671, 6277], [3663, 6273], [3659, 6270], [3659, 6268], [3653, 6265], [3647, 6264], [3646, 6264], [3647, 6263], [3644, 6262], [3643, 6260], [3645, 6258], [3642, 6256], [3641, 6250], [3642, 6249], [3643, 6245], [3645, 6243], [3646, 6243], [3648, 6241], [3650, 6241], [3658, 6237], [3661, 6237], [3662, 6236], [3670, 6236], [3671, 6237], [3675, 6237], [3678, 6239], [3680, 6239], [3687, 6247], [3688, 6251], [3689, 6252], [3689, 6256], [3686, 6257], [3687, 6258], [3689, 6259], [3689, 6262], [3688, 6263], [3687, 6267], [3679, 6274], [3677, 6274], [3671, 6277]]
3788	[[5116, 6300], [5113, 6298], [5108, 6297], [5104, 6294], [5104, 6293], [5103, 6292], [5102, 6291], [5101, 6290], [5097, 6287], [5097, 6285], [5095, 6281], [5095, 6278], [5093, 6274], [5094, 6273], [5092, 6271], [5092, 6259], [5093, 6258], [5093, 6256], [5097, 6251], [5097, 6250], [5101, 6246], [5105, 6245], [5108, 6243], [5110, 6243], [5113, 6241], [5115, 6241], [5122, 6237], [5126, 6237], [5127, 6236], [5138, 6237], [5142, 6243], [5147, 6244], [5150, 6247], [5150, 6249], [5153, 6254], [5154, 6260], [5153, 6262], [5151, 6260], [5149, 6263], [5151, 6264], [5153, 6265], [5153, 6270], [5152, 6271], [5152, 6273], [5148, 6281], [5143, 6287], [5140, 6294], [5139, 6295], [5129, 6300], [5116, 6300]]
3789	[[4282, 6306], [4280, 6306], [4276, 6308], [4265, 6308], [4257, 6304], [4252, 6299], [4251, 6299], [4249, 6297], [4245, 6295], [4242, 6292], [4241, 6292], [4238, 6290], [4238, 6288], [4236, 6287], [4237, 6286], [4237, 6284], [4237, 6283], [4236, 6284], [4235, 6282], [4234, 6281], [4235, 6277], [4233, 6277], [4233, 6266], [4236, 6260], [4236, 6257], [4237, 6256], [4237, 6254], [4239, 6250], [4248, 6242], [4252, 6241], [4253, 6240], [4255, 6240], [4256, 6239], [4262, 6239], [4265, 6241], [4270, 6242], [4272, 6244], [4276, 6246], [4278, 6246], [4284, 6251], [4288, 6252], [4290, 6255], [4290, 6256], [4292, 6256], [4297, 6262], [4297, 6263], [4299, 6265], [4302, 6271], [4302, 6275], [4303, 6276], [4302, 6277], [4302, 6282], [4301, 6283], [4301, 6286], [4298, 6290], [4298, 6291], [4295, 6294], [4295, 6296], [4293, 6297], [4293, 6299], [4292, 6299], [4288, 6303], [4282, 6306]]
3790	[[414, 6269], [411, 6265], [412, 6262], [410, 6258], [412, 6255], [410, 6254], [410, 6251], [415, 6245], [419, 6243], [421, 6244], [423, 6242], [428, 6242], [429, 6241], [434, 6240], [436, 6243], [437, 6246], [439, 6247], [439, 6249], [443, 6250], [443, 6251], [441, 6252], [443, 6253], [442, 6256], [429, 6268], [427, 6268], [423, 6270], [420, 6270], [419, 6269], [414, 6269]]
3791	[[1485, 6271], [1483, 6271], [1482, 6272], [1478, 6272], [1477, 6273], [1472, 6272], [1466, 6267], [1462, 6266], [1455, 6262], [1453, 6262], [1449, 6260], [1447, 6259], [1447, 6257], [1455, 6247], [1456, 6247], [1460, 6243], [1464, 6241], [1468, 6241], [1470, 6240], [1473, 6242], [1476, 6242], [1477, 6243], [1478, 6242], [1479, 6243], [1482, 6243], [1484, 6244], [1488, 6249], [1490, 6253], [1490, 6257], [1491, 6258], [1491, 6262], [1490, 6263], [1490, 6265], [1489, 6267], [1485, 6271]]
3792	[[2600, 6292], [2594, 6292], [2593, 6291], [2591, 6291], [2585, 6288], [2579, 6283], [2579, 6281], [2577, 6279], [2577, 6275], [2576, 6274], [2576, 6268], [2577, 6267], [2577, 6263], [2578, 6262], [2579, 6256], [2582, 6250], [2590, 6242], [2594, 6241], [2595, 6240], [2605, 6240], [2606, 6241], [2608, 6241], [2611, 6243], [2613, 6243], [2619, 6246], [2624, 6253], [2626, 6257], [2625, 6259], [2627, 6260], [2626, 6268], [2623, 6274], [2619, 6279], [2619, 6280], [2610, 6288], [2604, 6291], [2601, 6291], [2600, 6292]]
3793	[[2878, 6260], [2877, 6260], [2874, 6256], [2870, 6255], [2868, 6253], [2869, 6252], [2870, 6246], [2874, 6242], [2875, 6243], [2875, 6242], [2878, 6240], [2883, 6245], [2883, 6248], [2881, 6251], [2881, 6253], [2878, 6258], [2878, 6260]]
3794	[[2900, 6257], [2896, 6259], [2888, 6259], [2888, 6258], [2890, 6258], [2887, 6257], [2882, 6261], [2879, 6261], [2878, 6261], [2880, 6260], [2879, 6259], [2878, 6258], [2883, 6248], [2883, 6245], [2881, 6243], [2881, 6241], [2882, 6240], [2883, 6241], [2885, 6241], [2887, 6244], [2888, 6248], [2889, 6248], [2890, 6247], [2890, 6250], [2892, 6250], [2893, 6252], [2894, 6252], [2897, 6255], [2900, 6257]]
3795	[[291, 6273], [287, 6273], [286, 6272], [284, 6272], [280, 6270], [275, 6265], [273, 6261], [274, 6259], [272, 6257], [272, 6254], [273, 6253], [273, 6251], [275, 6247], [279, 6243], [283, 6242], [284, 6241], [289, 6241], [290, 6242], [294, 6243], [299, 6250], [299, 6254], [300, 6255], [300, 6259], [301, 6260], [300, 6261], [300, 6265], [295, 6271], [291, 6273]]
3796	[[3546, 6255], [3542, 6255], [3539, 6254], [3540, 6253], [3539, 6246], [3543, 6242], [3547, 6242], [3549, 6245], [3549, 6247], [3546, 6253], [3547, 6254], [3546, 6255]]
3797	[[2199, 6294], [2195, 6291], [2190, 6289], [2182, 6283], [2174, 6280], [2171, 6278], [2171, 6275], [2172, 6274], [2172, 6269], [2173, 6268], [2173, 6265], [2176, 6259], [2185, 6250], [2194, 6245], [2197, 6245], [2201, 6243], [2204, 6243], [2205, 6244], [2209, 6244], [2210, 6245], [2214, 6246], [2219, 6252], [2220, 6254], [2220, 6257], [2221, 6258], [2221, 6268], [2220, 6269], [2219, 6276], [2216, 6282], [2210, 6288], [2204, 6291], [2202, 6293], [2199, 6294]]
3798	[[2959, 6319], [2949, 6314], [2945, 6313], [2937, 6307], [2933, 6299], [2925, 6290], [2921, 6283], [2921, 6281], [2920, 6280], [2921, 6278], [2920, 6277], [2923, 6275], [2921, 6274], [2920, 6272], [2921, 6271], [2921, 6269], [2926, 6263], [2927, 6263], [2931, 6259], [2932, 6259], [2934, 6257], [2935, 6257], [2937, 6255], [2944, 6251], [2946, 6251], [2947, 6250], [2949, 6250], [2953, 6248], [2956, 6248], [2957, 6247], [2961, 6247], [2962, 6246], [2966, 6246], [2967, 6245], [2974, 6245], [2980, 6248], [2981, 6250], [2982, 6254], [2983, 6255], [2983, 6259], [2984, 6260], [2984, 6274], [2982, 6277], [2983, 6279], [2982, 6280], [2982, 6283], [2981, 6285], [2979, 6286], [2981, 6286], [2981, 6288], [2980, 6289], [2979, 6293], [2976, 6297], [2975, 6303], [2974, 6304], [2974, 6310], [2972, 6314], [2970, 6316], [2966, 6318], [2959, 6319]]
3799	[[3747, 6294], [3742, 6290], [3740, 6286], [3740, 6275], [3741, 6274], [3741, 6270], [3742, 6269], [3742, 6267], [3744, 6265], [3744, 6264], [3750, 6258], [3758, 6254], [3761, 6251], [3768, 6247], [3770, 6247], [3771, 6246], [3776, 6246], [3780, 6248], [3782, 6251], [3784, 6256], [3789, 6260], [3789, 6261], [3792, 6264], [3792, 6265], [3795, 6269], [3795, 6271], [3796, 6272], [3795, 6276], [3797, 6277], [3797, 6280], [3796, 6281], [3796, 6284], [3794, 6288], [3789, 6293], [3785, 6295], [3783, 6295], [3782, 6296], [3754, 6296], [3753, 6295], [3747, 6294]]
3800	[[4642, 6307], [4641, 6306], [4636, 6306], [4634, 6304], [4632, 6304], [4626, 6299], [4623, 6298], [4621, 6297], [4621, 6295], [4619, 6294], [4616, 6287], [4613, 6283], [4612, 6277], [4613, 6276], [4613, 6273], [4614, 6272], [4614, 6270], [4616, 6266], [4622, 6259], [4633, 6253], [4635, 6253], [4639, 6250], [4645, 6249], [4646, 6248], [4650, 6248], [4651, 6249], [4657, 6250], [4665, 6258], [4665, 6259], [4669, 6264], [4670, 6268], [4671, 6269], [4671, 6272], [4672, 6273], [4672, 6280], [4671, 6281], [4672, 6282], [4671, 6283], [4671, 6288], [4670, 6289], [4670, 6291], [4663, 6300], [4654, 6305], [4651, 6305], [4650, 6306], [4643, 6306], [4642, 6307]]
3801	[[4103, 6250], [4103, 6251], [4103, 6251], [4102, 6251], [4103, 6250]]
3802	[[4108, 6261], [4103, 6265], [4101, 6265], [4100, 6266], [4096, 6266], [4095, 6267], [4096, 6269], [4091, 6271], [4085, 6271], [4083, 6268], [4080, 6267], [4076, 6263], [4077, 6261], [4076, 6259], [4077, 6258], [4084, 6254], [4090, 6253], [4091, 6252], [4093, 6252], [4094, 6253], [4096, 6252], [4098, 6252], [4099, 6253], [4100, 6252], [4102, 6252], [4103, 6254], [4107, 6254], [4108, 6256], [4108, 6257], [4106, 6258], [4108, 6261]]
3803	[[2011, 6279], [2008, 6277], [2006, 6278], [2003, 6277], [2001, 6279], [1999, 6279], [1999, 6271], [2001, 6267], [2001, 6257], [2004, 6254], [2008, 6254], [2009, 6256], [2009, 6261], [2010, 6262], [2010, 6267], [2011, 6268], [2011, 6279]]
3804	[[7430, 6306], [7428, 6306], [7427, 6305], [7422, 6305], [7420, 6304], [7412, 6297], [7409, 6291], [7409, 6289], [7408, 6288], [7408, 6287], [7410, 6285], [7408, 6284], [7408, 6282], [7409, 6281], [7410, 6274], [7413, 6268], [7419, 6261], [7425, 6258], [7427, 6258], [7428, 6257], [7434, 6257], [7435, 6258], [7438, 6258], [7440, 6259], [7443, 6262], [7444, 6262], [7446, 6266], [7449, 6272], [7450, 6277], [7451, 6278], [7451, 6287], [7448, 6288], [7450, 6289], [7449, 6292], [7447, 6294], [7447, 6295], [7440, 6302], [7439, 6302], [7435, 6305], [7431, 6305], [7430, 6306]]
3805	[[1184, 6274], [1179, 6273], [1177, 6271], [1176, 6272], [1174, 6271], [1174, 6269], [1177, 6265], [1181, 6265], [1182, 6264], [1180, 6262], [1180, 6260], [1182, 6258], [1182, 6261], [1184, 6262], [1186, 6262], [1187, 6265], [1188, 6263], [1191, 6269], [1190, 6271], [1184, 6274]]
3806	[[420, 6276], [422, 6274], [425, 6273], [427, 6271], [430, 6270], [433, 6267], [436, 6266], [444, 6260], [445, 6261], [447, 6261], [448, 6260], [448, 6261], [447, 6262], [450, 6264], [446, 6267], [445, 6267], [441, 6271], [434, 6275], [432, 6275], [428, 6277], [427, 6276], [426, 6278], [422, 6277], [420, 6276]]
3807	[[3843, 6274], [3841, 6274], [3840, 6273], [3838, 6274], [3835, 6274], [3835, 6268], [3836, 6267], [3835, 6265], [3836, 6263], [3838, 6262], [3841, 6262], [3843, 6264], [3843, 6274]]
3808	[[1468, 6313], [1458, 6314], [1457, 6313], [1452, 6313], [1451, 6312], [1448, 6312], [1446, 6310], [1442, 6309], [1441, 6305], [1437, 6301], [1436, 6301], [1434, 6300], [1434, 6298], [1433, 6297], [1434, 6293], [1436, 6292], [1439, 6292], [1440, 6293], [1441, 6292], [1437, 6291], [1435, 6290], [1435, 6289], [1437, 6286], [1441, 6286], [1439, 6284], [1441, 6281], [1442, 6282], [1442, 6282], [1441, 6279], [1443, 6275], [1452, 6267], [1453, 6263], [1454, 6264], [1457, 6264], [1458, 6265], [1460, 6265], [1461, 6266], [1465, 6267], [1468, 6271], [1469, 6271], [1471, 6273], [1473, 6273], [1475, 6275], [1477, 6273], [1477, 6274], [1477, 6276], [1475, 6278], [1474, 6284], [1472, 6285], [1473, 6290], [1473, 6290], [1472, 6289], [1471, 6291], [1467, 6292], [1473, 6293], [1473, 6297], [1470, 6303], [1471, 6304], [1471, 6308], [1470, 6309], [1471, 6310], [1470, 6310], [1468, 6313]]
3809	[[445, 6303], [443, 6302], [440, 6298], [433, 6295], [429, 6292], [427, 6288], [429, 6287], [430, 6288], [431, 6287], [429, 6285], [425, 6284], [423, 6283], [423, 6281], [427, 6277], [431, 6276], [432, 6275], [434, 6275], [438, 6273], [448, 6265], [452, 6264], [453, 6266], [454, 6264], [455, 6267], [454, 6269], [456, 6271], [456, 6273], [458, 6274], [458, 6279], [459, 6280], [459, 6282], [458, 6283], [459, 6284], [459, 6288], [460, 6288], [460, 6287], [461, 6287], [461, 6290], [460, 6291], [461, 6292], [461, 6294], [460, 6295], [459, 6299], [457, 6301], [455, 6302], [451, 6302], [450, 6303], [445, 6303]]
3810	[[3665, 6293], [3661, 6294], [3660, 6295], [3658, 6295], [3657, 6296], [3649, 6296], [3644, 6294], [3644, 6293], [3640, 6289], [3637, 6283], [3637, 6281], [3636, 6280], [3636, 6276], [3638, 6276], [3637, 6274], [3638, 6273], [3638, 6270], [3642, 6265], [3644, 6264], [3650, 6264], [3651, 6265], [3653, 6265], [3657, 6267], [3663, 6273], [3664, 6273], [3667, 6276], [3670, 6277], [3671, 6279], [3670, 6287], [3669, 6289], [3665, 6293]]
3811	[[5836, 6268], [5834, 6268], [5836, 6268]]
3812	[[5808, 6336], [5806, 6335], [5801, 6330], [5801, 6324], [5803, 6322], [5802, 6321], [5803, 6320], [5802, 6319], [5803, 6318], [5802, 6317], [5802, 6315], [5803, 6314], [5802, 6313], [5803, 6312], [5803, 6301], [5808, 6292], [5816, 6284], [5820, 6276], [5824, 6272], [5825, 6272], [5829, 6269], [5831, 6269], [5832, 6268], [5836, 6268], [5837, 6267], [5843, 6267], [5844, 6268], [5848, 6268], [5849, 6269], [5852, 6269], [5854, 6270], [5859, 6276], [5860, 6278], [5860, 6280], [5861, 6281], [5861, 6286], [5847, 6314], [5844, 6317], [5844, 6318], [5840, 6321], [5838, 6325], [5830, 6332], [5826, 6334], [5821, 6335], [5820, 6336], [5817, 6336], [5816, 6337], [5808, 6336]]
3813	[[3223, 6305], [3220, 6305], [3219, 6304], [3214, 6303], [3211, 6300], [3208, 6299], [3202, 6294], [3203, 6293], [3201, 6291], [3201, 6282], [3202, 6281], [3202, 6278], [3204, 6276], [3204, 6275], [3206, 6273], [3210, 6272], [3217, 6268], [3223, 6268], [3224, 6269], [3228, 6270], [3232, 6275], [3233, 6279], [3234, 6280], [3234, 6282], [3235, 6283], [3235, 6288], [3233, 6292], [3233, 6295], [3231, 6297], [3229, 6301], [3226, 6304], [3224, 6304], [3223, 6305]]
3814	[[2339, 6337], [2334, 6337], [2331, 6335], [2328, 6335], [2319, 6328], [2315, 6327], [2305, 6322], [2303, 6322], [2298, 6318], [2295, 6317], [2293, 6315], [2290, 6314], [2286, 6312], [2286, 6311], [2282, 6306], [2282, 6299], [2283, 6298], [2283, 6295], [2286, 6291], [2287, 6286], [2289, 6284], [2290, 6281], [2292, 6279], [2293, 6279], [2299, 6274], [2305, 6271], [2307, 6271], [2308, 6270], [2313, 6270], [2314, 6269], [2316, 6270], [2320, 6270], [2324, 6273], [2325, 6273], [2328, 6277], [2328, 6278], [2344, 6293], [2346, 6297], [2346, 6299], [2347, 6300], [2348, 6320], [2347, 6320], [2346, 6322], [2348, 6323], [2348, 6328], [2347, 6329], [2347, 6331], [2339, 6337]]
3815	[[6930, 6323], [6921, 6322], [6913, 6318], [6904, 6309], [6902, 6305], [6903, 6304], [6902, 6303], [6902, 6301], [6900, 6298], [6900, 6292], [6901, 6291], [6901, 6287], [6902, 6285], [6910, 6277], [6920, 6272], [6922, 6272], [6923, 6273], [6930, 6272], [6931, 6273], [6935, 6273], [6936, 6274], [6938, 6273], [6944, 6279], [6944, 6280], [6946, 6282], [6946, 6286], [6947, 6287], [6947, 6290], [6945, 6291], [6947, 6292], [6947, 6298], [6946, 6299], [6946, 6303], [6945, 6304], [6944, 6309], [6940, 6316], [6935, 6321], [6931, 6322], [6930, 6323]]
3816	[[4970, 6327], [4968, 6327], [4967, 6328], [4964, 6328], [4963, 6327], [4956, 6327], [4955, 6328], [4944, 6328], [4943, 6327], [4939, 6327], [4936, 6325], [4931, 6324], [4925, 6321], [4921, 6318], [4919, 6314], [4919, 6311], [4917, 6309], [4917, 6307], [4916, 6306], [4916, 6295], [4917, 6294], [4917, 6292], [4920, 6286], [4929, 6278], [4932, 6278], [4933, 6277], [4939, 6276], [4940, 6275], [4945, 6275], [4946, 6274], [4952, 6275], [4953, 6276], [4956, 6276], [4960, 6279], [4969, 6283], [4977, 6293], [4979, 6297], [4979, 6301], [4980, 6302], [4980, 6309], [4978, 6310], [4979, 6311], [4976, 6316], [4976, 6318], [4974, 6321], [4974, 6323], [4970, 6327]]
3817	[[2185, 6313], [2183, 6313], [2182, 6314], [2172, 6314], [2165, 6309], [2164, 6309], [2157, 6302], [2156, 6294], [2157, 6293], [2157, 6291], [2159, 6287], [2164, 6282], [2171, 6278], [2176, 6281], [2178, 6281], [2182, 6283], [2190, 6289], [2195, 6291], [2199, 6295], [2199, 6298], [2195, 6305], [2189, 6311], [2185, 6313]]
3818	[[3595, 6319], [3591, 6321], [3589, 6321], [3588, 6322], [3580, 6322], [3579, 6323], [3578, 6322], [3573, 6322], [3570, 6320], [3568, 6320], [3566, 6318], [3562, 6316], [3555, 6310], [3552, 6304], [3552, 6300], [3551, 6299], [3552, 6297], [3552, 6293], [3556, 6286], [3565, 6280], [3571, 6279], [3572, 6278], [3584, 6278], [3588, 6280], [3591, 6280], [3599, 6284], [3604, 6290], [3605, 6292], [3606, 6296], [3605, 6296], [3604, 6298], [3606, 6299], [3606, 6302], [3603, 6308], [3603, 6310], [3598, 6316], [3598, 6317], [3595, 6319]]
3819	[[1835, 6292], [1829, 6293], [1828, 6292], [1822, 6291], [1818, 6288], [1818, 6286], [1820, 6284], [1820, 6283], [1823, 6281], [1825, 6281], [1826, 6282], [1827, 6282], [1829, 6280], [1830, 6281], [1833, 6281], [1835, 6284], [1835, 6287], [1837, 6288], [1836, 6291], [1835, 6292]]
3820	[[4008, 6319], [4006, 6317], [4003, 6316], [4001, 6315], [4002, 6313], [4000, 6312], [4001, 6311], [3999, 6309], [4000, 6307], [3999, 6305], [4000, 6304], [4000, 6301], [4002, 6300], [4002, 6298], [4003, 6297], [4002, 6295], [4004, 6293], [4005, 6294], [4006, 6293], [4006, 6291], [4010, 6287], [4011, 6287], [4014, 6284], [4017, 6283], [4019, 6281], [4024, 6282], [4025, 6284], [4024, 6287], [4026, 6290], [4026, 6298], [4024, 6299], [4025, 6303], [4023, 6306], [4023, 6310], [4019, 6314], [4017, 6314], [4013, 6317], [4011, 6317], [4010, 6319], [4008, 6319]]
3821	[[1201, 6294], [1197, 6294], [1196, 6293], [1191, 6293], [1192, 6289], [1198, 6282], [1200, 6285], [1201, 6283], [1204, 6285], [1204, 6289], [1204, 6289], [1203, 6288], [1201, 6291], [1203, 6292], [1204, 6290], [1204, 6292], [1201, 6294]]
3822	[[1599, 6339], [1598, 6338], [1596, 6338], [1591, 6334], [1591, 6333], [1589, 6331], [1589, 6328], [1587, 6324], [1587, 6317], [1589, 6316], [1588, 6313], [1589, 6312], [1589, 6309], [1590, 6308], [1589, 6306], [1590, 6305], [1590, 6302], [1594, 6294], [1601, 6287], [1602, 6287], [1604, 6285], [1608, 6283], [1612, 6283], [1613, 6282], [1618, 6282], [1619, 6283], [1625, 6284], [1627, 6286], [1631, 6288], [1636, 6294], [1636, 6295], [1641, 6302], [1641, 6305], [1642, 6306], [1642, 6309], [1643, 6310], [1643, 6317], [1642, 6318], [1642, 6320], [1638, 6327], [1636, 6329], [1632, 6331], [1622, 6331], [1621, 6332], [1617, 6332], [1613, 6335], [1611, 6335], [1606, 6338], [1604, 6338], [1603, 6339], [1599, 6339]]
3823	[[4094, 6289], [4093, 6290], [4092, 6290], [4089, 6294], [4087, 6295], [4085, 6295], [4084, 6294], [4082, 6295], [4078, 6292], [4077, 6293], [4075, 6292], [4072, 6290], [4073, 6289], [4072, 6285], [4074, 6283], [4080, 6283], [4081, 6282], [4093, 6282], [4093, 6283], [4091, 6284], [4094, 6286], [4094, 6289]]
3824	[[2008, 6313], [2005, 6313], [2000, 6311], [2001, 6310], [2001, 6307], [1999, 6306], [1999, 6294], [2000, 6293], [1999, 6292], [1999, 6288], [2001, 6287], [2000, 6285], [2002, 6283], [2009, 6283], [2010, 6285], [2010, 6294], [2009, 6295], [2009, 6302], [2008, 6303], [2010, 6304], [2009, 6305], [2010, 6306], [2009, 6308], [2010, 6312], [2008, 6313]]
3825	[[2033, 6303], [2028, 6303], [2027, 6302], [2023, 6302], [2019, 6300], [2011, 6300], [2009, 6298], [2010, 6297], [2010, 6295], [2012, 6291], [2016, 6290], [2024, 6294], [2026, 6294], [2029, 6296], [2031, 6296], [2031, 6299], [2033, 6300], [2033, 6303]]
