cell_id	coords
2652	[[4834, 5186], [4833, 5186], [4829, 5183], [4829, 5182], [4825, 5179], [4825, 5178], [4823, 5176], [4823, 5173], [4822, 5172], [4822, 5162], [4821, 5161], [4821, 5159], [4822, 5157], [4824, 5156], [4824, 5153], [4828, 5152], [4828, 5149], [4830, 5148], [4831, 5146], [4833, 5145], [4838, 5145], [4843, 5150], [4844, 5152], [4843, 5154], [4845, 5155], [4845, 5159], [4843, 5161], [4843, 5181], [4839, 5185], [4838, 5184], [4834, 5186]]
2653	[[3990, 5164], [3988, 5163], [3988, 5158], [3987, 5157], [3988, 5155], [3988, 5151], [3992, 5150], [3996, 5147], [3997, 5149], [3997, 5149], [3996, 5148], [3994, 5149], [3993, 5151], [3997, 5156], [3995, 5157], [3995, 5161], [3992, 5164], [3990, 5164]]
2654	[[2169, 5155], [2168, 5156], [2166, 5154], [2161, 5154], [2159, 5156], [2159, 5157], [2158, 5157], [2158, 5154], [2160, 5152], [2167, 5152], [2169, 5155]]
2655	[[1487, 5234], [1481, 5234], [1480, 5233], [1477, 5233], [1475, 5232], [1464, 5222], [1460, 5215], [1460, 5211], [1459, 5210], [1459, 5204], [1460, 5203], [1461, 5198], [1464, 5194], [1463, 5192], [1465, 5192], [1465, 5191], [1464, 5190], [1463, 5189], [1466, 5188], [1466, 5181], [1465, 5180], [1465, 5178], [1466, 5177], [1466, 5174], [1467, 5173], [1467, 5170], [1468, 5169], [1468, 5165], [1471, 5159], [1475, 5155], [1479, 5154], [1480, 5153], [1484, 5153], [1485, 5154], [1488, 5154], [1490, 5155], [1496, 5162], [1499, 5168], [1500, 5176], [1501, 5177], [1501, 5181], [1502, 5182], [1502, 5188], [1503, 5189], [1503, 5191], [1502, 5192], [1502, 5194], [1503, 5195], [1502, 5207], [1501, 5208], [1500, 5214], [1498, 5217], [1497, 5225], [1495, 5229], [1492, 5232], [1488, 5233], [1487, 5234]]
2656	[[5799, 5167], [5790, 5167], [5789, 5166], [5788, 5167], [5786, 5166], [5786, 5163], [5784, 5164], [5782, 5161], [5779, 5161], [5781, 5155], [5783, 5154], [5784, 5155], [5788, 5155], [5789, 5153], [5793, 5153], [5794, 5154], [5796, 5153], [5798, 5155], [5799, 5155], [5800, 5157], [5799, 5158], [5795, 5159], [5800, 5159], [5802, 5161], [5801, 5165], [5799, 5167]]
2657	[[2168, 5160], [2168, 5160], [2166, 5158], [2161, 5158], [2159, 5160], [2159, 5162], [2158, 5162], [2158, 5159], [2161, 5155], [2166, 5155], [2168, 5156], [2168, 5160]]
2658	[[4398, 5169], [4396, 5168], [4394, 5169], [4390, 5167], [4387, 5164], [4387, 5161], [4389, 5160], [4389, 5159], [4393, 5156], [4395, 5156], [4396, 5157], [4399, 5157], [4400, 5156], [4401, 5157], [4403, 5158], [4403, 5162], [4402, 5163], [4402, 5165], [4401, 5166], [4400, 5166], [4398, 5169]]
2659	[[5829, 5189], [5823, 5189], [5821, 5188], [5821, 5180], [5821, 5179], [5820, 5182], [5819, 5182], [5819, 5158], [5821, 5156], [5827, 5156], [5828, 5158], [5829, 5156], [5830, 5157], [5830, 5169], [5831, 5170], [5831, 5186], [5829, 5189]]
2660	[[411, 5173], [407, 5173], [406, 5172], [405, 5171], [403, 5169], [403, 5165], [404, 5164], [402, 5162], [405, 5161], [406, 5158], [411, 5158], [412, 5160], [413, 5159], [414, 5160], [416, 5159], [417, 5162], [417, 5164], [416, 5166], [414, 5166], [413, 5165], [410, 5167], [411, 5169], [408, 5170], [408, 5172], [411, 5172], [411, 5173]]
2661	[[2168, 5162], [2168, 5162], [2165, 5160], [2162, 5160], [2159, 5163], [2159, 5164], [2158, 5164], [2159, 5160], [2161, 5158], [2166, 5158], [2168, 5161], [2168, 5162]]
2662	[[2169, 5167], [2169, 5167], [2166, 5163], [2161, 5163], [2159, 5165], [2159, 5167], [2158, 5165], [2162, 5160], [2165, 5160], [2168, 5163], [2169, 5167]]
2663	[[2170, 5180], [2169, 5175], [2168, 5173], [2165, 5170], [2162, 5170], [2160, 5171], [2158, 5174], [2158, 5177], [2157, 5177], [2158, 5168], [2159, 5167], [2159, 5165], [2161, 5163], [2166, 5163], [2168, 5166], [2169, 5168], [2169, 5174], [2170, 5175], [2170, 5180]]
2664	[[5148, 5181], [5144, 5181], [5145, 5179], [5143, 5175], [5144, 5174], [5143, 5173], [5144, 5166], [5145, 5168], [5146, 5166], [5149, 5167], [5150, 5170], [5151, 5178], [5150, 5178], [5148, 5181]]
2665	[[736, 5217], [731, 5217], [730, 5216], [728, 5216], [726, 5215], [721, 5210], [720, 5210], [715, 5206], [712, 5200], [712, 5198], [710, 5196], [710, 5194], [708, 5191], [708, 5188], [710, 5184], [713, 5182], [712, 5181], [713, 5177], [717, 5174], [722, 5173], [728, 5170], [736, 5170], [740, 5173], [741, 5173], [741, 5175], [744, 5178], [744, 5179], [745, 5179], [746, 5178], [748, 5182], [748, 5184], [749, 5185], [748, 5188], [750, 5188], [750, 5192], [749, 5193], [750, 5195], [750, 5198], [749, 5199], [749, 5202], [746, 5207], [746, 5209], [741, 5215], [738, 5215], [736, 5217]]
2666	[[2158, 5181], [2157, 5178], [2158, 5177], [2158, 5174], [2160, 5171], [2162, 5170], [2165, 5170], [2168, 5173], [2169, 5175], [2169, 5178], [2167, 5175], [2161, 5175], [2158, 5178], [2158, 5181]]
2667	[[4157, 5218], [4150, 5217], [4142, 5213], [4139, 5211], [4135, 5203], [4137, 5203], [4137, 5202], [4135, 5200], [4135, 5197], [4137, 5195], [4138, 5189], [4142, 5185], [4144, 5185], [4146, 5184], [4147, 5182], [4147, 5178], [4151, 5173], [4153, 5172], [4164, 5172], [4168, 5174], [4174, 5181], [4177, 5187], [4177, 5189], [4178, 5190], [4178, 5194], [4175, 5196], [4178, 5198], [4178, 5203], [4177, 5204], [4176, 5208], [4171, 5213], [4170, 5213], [4168, 5215], [4166, 5215], [4162, 5217], [4158, 5217], [4157, 5218]]
2668	[[1963, 5223], [1960, 5223], [1959, 5224], [1956, 5224], [1955, 5225], [1951, 5225], [1947, 5223], [1944, 5223], [1936, 5216], [1935, 5216], [1928, 5208], [1928, 5205], [1927, 5204], [1927, 5201], [1926, 5200], [1927, 5199], [1926, 5198], [1927, 5192], [1931, 5185], [1943, 5174], [1948, 5174], [1949, 5175], [1952, 5175], [1953, 5176], [1955, 5176], [1956, 5177], [1960, 5178], [1970, 5188], [1975, 5197], [1975, 5202], [1973, 5203], [1975, 5205], [1974, 5211], [1970, 5218], [1967, 5221], [1963, 5223]]
2669	[[2169, 5185], [2167, 5182], [2165, 5181], [2162, 5181], [2159, 5183], [2158, 5187], [2157, 5182], [2158, 5181], [2158, 5178], [2161, 5175], [2167, 5175], [2169, 5179], [2169, 5185]]
2670	[[2189, 5191], [2187, 5191], [2186, 5192], [2173, 5192], [2170, 5189], [2170, 5187], [2172, 5185], [2173, 5182], [2176, 5178], [2185, 5178], [2186, 5179], [2188, 5179], [2188, 5183], [2190, 5184], [2190, 5186], [2188, 5187], [2189, 5189], [2188, 5190], [2189, 5191]]
2671	[[5121, 5193], [5119, 5190], [5117, 5193], [5115, 5193], [5114, 5192], [5112, 5191], [5112, 5190], [5114, 5189], [5112, 5188], [5112, 5184], [5113, 5183], [5113, 5181], [5115, 5179], [5120, 5180], [5120, 5184], [5121, 5185], [5121, 5188], [5120, 5189], [5120, 5191], [5121, 5192], [5121, 5193]]
2672	[[2169, 5190], [2168, 5187], [2166, 5186], [2161, 5186], [2158, 5189], [2158, 5192], [2157, 5188], [2158, 5187], [2159, 5183], [2162, 5181], [2165, 5181], [2167, 5182], [2169, 5186], [2169, 5190]]
2673	[[3570, 5228], [3566, 5230], [3564, 5230], [3561, 5232], [3550, 5232], [3549, 5231], [3544, 5230], [3536, 5224], [3536, 5223], [3530, 5216], [3526, 5208], [3526, 5202], [3528, 5202], [3527, 5200], [3527, 5197], [3530, 5191], [3537, 5184], [3541, 5182], [3543, 5182], [3544, 5181], [3559, 5181], [3560, 5182], [3563, 5182], [3564, 5183], [3566, 5183], [3570, 5185], [3577, 5193], [3580, 5199], [3580, 5202], [3581, 5203], [3581, 5206], [3579, 5207], [3580, 5208], [3580, 5215], [3575, 5224], [3570, 5228]]
2674	[[2169, 5195], [2168, 5195], [2168, 5193], [2167, 5191], [2163, 5190], [2162, 5191], [2159, 5192], [2158, 5197], [2157, 5193], [2158, 5192], [2158, 5189], [2161, 5186], [2166, 5186], [2168, 5187], [2168, 5190], [2169, 5191], [2169, 5195]]
2675	[[5130, 5208], [5124, 5208], [5122, 5207], [5122, 5205], [5120, 5204], [5120, 5199], [5119, 5201], [5117, 5201], [5116, 5202], [5113, 5202], [5114, 5200], [5117, 5200], [5115, 5199], [5118, 5196], [5120, 5197], [5122, 5197], [5121, 5195], [5122, 5194], [5122, 5192], [5125, 5188], [5128, 5188], [5129, 5190], [5129, 5193], [5130, 5194], [5131, 5196], [5132, 5194], [5133, 5195], [5133, 5197], [5131, 5198], [5133, 5199], [5132, 5203], [5131, 5204], [5132, 5206], [5130, 5208]]
2676	[[2168, 5193], [2168, 5193], [2167, 5192], [2163, 5191], [2159, 5194], [2158, 5194], [2160, 5191], [2162, 5191], [2163, 5190], [2165, 5190], [2168, 5193]]
2677	[[2169, 5206], [2168, 5202], [2167, 5200], [2165, 5198], [2161, 5198], [2158, 5201], [2158, 5204], [2157, 5204], [2157, 5199], [2158, 5198], [2158, 5195], [2163, 5191], [2167, 5192], [2168, 5194], [2168, 5199], [2169, 5200], [2169, 5206]]
2678	[[2179, 5193], [2172, 5193], [2170, 5192], [2172, 5191], [2173, 5192], [2179, 5193]]
2679	[[2171, 5203], [2171, 5199], [2173, 5198], [2170, 5197], [2172, 5193], [2185, 5193], [2186, 5192], [2188, 5193], [2188, 5194], [2187, 5195], [2186, 5195], [2185, 5197], [2190, 5198], [2190, 5200], [2188, 5202], [2188, 5203], [2190, 5204], [2190, 5204], [2184, 5204], [2183, 5205], [2180, 5205], [2179, 5206], [2175, 5206], [2171, 5203]]
2680	[[3340, 5208], [3340, 5198], [3339, 5200], [3331, 5200], [3330, 5201], [3327, 5201], [3323, 5205], [3323, 5207], [3322, 5207], [3321, 5205], [3322, 5204], [3321, 5202], [3324, 5202], [3324, 5199], [3322, 5198], [3327, 5193], [3329, 5192], [3337, 5192], [3337, 5194], [3339, 5195], [3338, 5196], [3338, 5198], [3339, 5198], [3340, 5196], [3341, 5198], [3341, 5201], [3342, 5202], [3342, 5205], [3340, 5208]]
2681	[[2158, 5208], [2157, 5205], [2158, 5204], [2158, 5201], [2161, 5198], [2165, 5198], [2167, 5200], [2168, 5202], [2168, 5204], [2165, 5201], [2162, 5201], [2159, 5203], [2158, 5208]]
2682	[[3321, 5219], [3320, 5218], [3321, 5217], [3320, 5216], [3320, 5214], [3320, 5213], [3319, 5215], [3317, 5215], [3317, 5212], [3319, 5211], [3317, 5210], [3318, 5208], [3321, 5208], [3324, 5210], [3324, 5209], [3326, 5208], [3325, 5207], [3323, 5206], [3323, 5205], [3327, 5201], [3330, 5201], [3331, 5200], [3340, 5201], [3340, 5205], [3337, 5207], [3339, 5208], [3337, 5210], [3333, 5211], [3337, 5212], [3336, 5215], [3337, 5215], [3338, 5214], [3338, 5216], [3334, 5217], [3332, 5219], [3329, 5219], [3328, 5220], [3325, 5220], [3324, 5216], [3323, 5218], [3322, 5219], [3321, 5219]]
2683	[[1788, 5217], [1787, 5217], [1785, 5216], [1784, 5211], [1783, 5214], [1783, 5214], [1782, 5213], [1781, 5216], [1780, 5216], [1779, 5214], [1778, 5213], [1778, 5211], [1780, 5210], [1776, 5209], [1774, 5207], [1774, 5205], [1778, 5202], [1784, 5201], [1785, 5208], [1786, 5206], [1785, 5205], [1787, 5203], [1788, 5203], [1788, 5217]]
2684	[[2158, 5211], [2157, 5209], [2158, 5208], [2158, 5205], [2160, 5202], [2162, 5201], [2165, 5201], [2168, 5205], [2168, 5208], [2165, 5205], [2162, 5205], [2158, 5209], [2158, 5211]]
2685	[[1376, 5256], [1370, 5257], [1367, 5259], [1361, 5259], [1360, 5258], [1359, 5259], [1351, 5259], [1350, 5260], [1341, 5260], [1340, 5259], [1335, 5259], [1329, 5256], [1326, 5253], [1323, 5252], [1320, 5250], [1320, 5249], [1315, 5244], [1315, 5242], [1312, 5239], [1313, 5238], [1311, 5236], [1312, 5235], [1310, 5233], [1310, 5225], [1314, 5217], [1321, 5210], [1322, 5210], [1324, 5208], [1326, 5208], [1331, 5205], [1335, 5205], [1336, 5204], [1343, 5204], [1344, 5205], [1350, 5206], [1366, 5214], [1368, 5214], [1374, 5217], [1376, 5217], [1379, 5220], [1380, 5220], [1386, 5227], [1387, 5229], [1386, 5239], [1382, 5246], [1381, 5247], [1380, 5246], [1379, 5246], [1379, 5248], [1378, 5249], [1379, 5253], [1376, 5256]]
2686	[[2158, 5220], [2157, 5212], [2158, 5211], [2158, 5209], [2162, 5205], [2165, 5205], [2168, 5209], [2168, 5217], [2168, 5217], [2166, 5215], [2162, 5215], [2161, 5216], [2160, 5214], [2158, 5220]]
2687	[[2188, 5222], [2186, 5221], [2184, 5222], [2181, 5222], [2176, 5218], [2175, 5214], [2174, 5213], [2174, 5211], [2177, 5208], [2181, 5207], [2182, 5206], [2184, 5207], [2186, 5206], [2190, 5209], [2191, 5208], [2191, 5209], [2192, 5211], [2192, 5213], [2191, 5214], [2191, 5220], [2191, 5220], [2189, 5219], [2188, 5222]]
2688	[[2192, 5221], [2191, 5214], [2192, 5213], [2192, 5209], [2197, 5208], [2198, 5207], [2199, 5209], [2199, 5210], [2201, 5211], [2201, 5216], [2199, 5216], [2199, 5219], [2198, 5220], [2194, 5221], [2193, 5219], [2192, 5221]]
2689	[[2496, 5246], [2492, 5248], [2490, 5248], [2489, 5249], [2482, 5249], [2481, 5248], [2479, 5248], [2475, 5246], [2472, 5243], [2471, 5243], [2464, 5236], [2462, 5232], [2462, 5229], [2461, 5227], [2462, 5226], [2464, 5228], [2467, 5228], [2465, 5227], [2462, 5224], [2463, 5223], [2463, 5219], [2464, 5217], [2470, 5211], [2474, 5210], [2475, 5209], [2489, 5209], [2490, 5210], [2492, 5210], [2497, 5215], [2497, 5216], [2501, 5221], [2502, 5225], [2503, 5226], [2503, 5228], [2500, 5231], [2503, 5231], [2503, 5235], [2502, 5236], [2502, 5238], [2500, 5242], [2496, 5246]]
2690	[[5820, 5218], [5820, 5209], [5820, 5218]]
2691	[[6205, 5269], [6204, 5268], [6200, 5268], [6194, 5265], [6189, 5261], [6189, 5260], [6186, 5256], [6186, 5254], [6183, 5248], [6183, 5244], [6184, 5243], [6183, 5242], [6186, 5241], [6185, 5240], [6184, 5239], [6186, 5237], [6188, 5232], [6190, 5230], [6193, 5224], [6197, 5219], [6198, 5220], [6200, 5217], [6201, 5217], [6208, 5211], [6210, 5211], [6211, 5210], [6213, 5210], [6214, 5211], [6222, 5210], [6226, 5212], [6233, 5219], [6235, 5227], [6239, 5235], [6239, 5239], [6238, 5240], [6236, 5248], [6233, 5254], [6230, 5257], [6227, 5258], [6224, 5261], [6223, 5261], [6221, 5263], [6214, 5267], [6212, 5267], [6211, 5268], [6207, 5268], [6205, 5269]]
2692	[[3997, 5224], [3996, 5223], [3990, 5223], [3988, 5225], [3987, 5225], [3987, 5216], [3989, 5213], [3991, 5212], [3995, 5212], [3997, 5214], [3997, 5224]]
2693	[[2168, 5234], [2165, 5234], [2164, 5232], [2163, 5234], [2160, 5234], [2158, 5233], [2158, 5229], [2157, 5228], [2157, 5221], [2158, 5220], [2158, 5218], [2159, 5218], [2159, 5227], [2161, 5228], [2161, 5228], [2160, 5226], [2160, 5217], [2162, 5215], [2166, 5215], [2168, 5218], [2168, 5234]]
2694	[[587, 5243], [586, 5241], [583, 5241], [584, 5239], [584, 5235], [583, 5234], [579, 5230], [581, 5229], [580, 5228], [581, 5227], [581, 5225], [581, 5224], [579, 5227], [578, 5226], [580, 5223], [582, 5223], [580, 5222], [581, 5220], [588, 5216], [590, 5216], [592, 5217], [593, 5219], [593, 5220], [590, 5226], [590, 5235], [587, 5240], [587, 5243]]
2695	[[592, 5249], [587, 5242], [587, 5240], [590, 5235], [590, 5226], [592, 5224], [592, 5226], [594, 5226], [595, 5225], [596, 5222], [597, 5223], [598, 5223], [597, 5222], [598, 5220], [602, 5220], [604, 5223], [604, 5232], [603, 5233], [603, 5238], [602, 5240], [601, 5241], [600, 5241], [598, 5244], [597, 5244], [598, 5243], [597, 5242], [595, 5245], [595, 5247], [592, 5248], [594, 5249], [592, 5249]]
2696	[[1066, 5240], [1065, 5235], [1067, 5231], [1073, 5225], [1077, 5223], [1078, 5224], [1079, 5223], [1087, 5223], [1088, 5222], [1090, 5223], [1093, 5223], [1097, 5225], [1100, 5229], [1101, 5231], [1101, 5235], [1102, 5236], [1102, 5239], [1101, 5240], [1100, 5244], [1097, 5247], [1093, 5248], [1092, 5249], [1084, 5249], [1083, 5248], [1077, 5247], [1073, 5245], [1066, 5240]]
2697	[[492, 5244], [486, 5243], [485, 5242], [482, 5242], [482, 5239], [478, 5239], [477, 5241], [475, 5241], [475, 5240], [477, 5239], [473, 5236], [474, 5234], [474, 5230], [478, 5228], [479, 5224], [481, 5224], [481, 5226], [484, 5226], [485, 5228], [486, 5227], [487, 5229], [486, 5230], [489, 5230], [489, 5232], [491, 5233], [491, 5236], [492, 5237], [491, 5239], [492, 5241], [492, 5244]]
2698	[[3988, 5233], [3987, 5229], [3990, 5226], [3994, 5225], [3997, 5228], [3997, 5231], [3995, 5230], [3992, 5230], [3988, 5233]]
2699	[[3988, 5245], [3987, 5234], [3992, 5230], [3995, 5230], [3997, 5231], [3997, 5241], [3998, 5242], [3997, 5243], [3995, 5242], [3992, 5243], [3991, 5239], [3990, 5243], [3988, 5245]]
2700	[[5153, 5258], [5145, 5257], [5144, 5256], [5142, 5257], [5139, 5255], [5140, 5253], [5138, 5252], [5139, 5250], [5138, 5246], [5138, 5245], [5137, 5246], [5134, 5244], [5135, 5242], [5137, 5242], [5137, 5241], [5135, 5240], [5136, 5235], [5141, 5231], [5144, 5232], [5146, 5230], [5147, 5230], [5155, 5234], [5158, 5238], [5160, 5242], [5160, 5245], [5159, 5246], [5160, 5247], [5160, 5252], [5157, 5256], [5153, 5258]]
2701	[[5134, 5248], [5132, 5248], [5132, 5245], [5131, 5246], [5129, 5245], [5126, 5245], [5125, 5243], [5123, 5242], [5124, 5237], [5128, 5233], [5132, 5231], [5133, 5233], [5133, 5242], [5134, 5243], [5133, 5244], [5134, 5245], [5134, 5248]]
2702	[[4666, 5256], [4664, 5256], [4661, 5258], [4659, 5258], [4653, 5255], [4653, 5254], [4648, 5248], [4648, 5241], [4646, 5241], [4648, 5235], [4652, 5234], [4654, 5232], [4656, 5232], [4657, 5233], [4659, 5232], [4660, 5233], [4664, 5233], [4668, 5237], [4670, 5238], [4671, 5242], [4669, 5243], [4672, 5243], [4672, 5246], [4670, 5248], [4670, 5250], [4667, 5253], [4668, 5254], [4666, 5256]]
2703	[[5830, 5236], [5821, 5236], [5819, 5234], [5820, 5233], [5821, 5234], [5822, 5233], [5830, 5233], [5830, 5236]]
2704	[[4509, 5282], [4496, 5282], [4495, 5281], [4493, 5281], [4489, 5279], [4485, 5276], [4482, 5270], [4482, 5268], [4481, 5267], [4480, 5259], [4482, 5257], [4481, 5255], [4482, 5254], [4483, 5249], [4486, 5244], [4486, 5242], [4489, 5239], [4490, 5240], [4492, 5237], [4496, 5235], [4501, 5235], [4502, 5234], [4505, 5234], [4506, 5235], [4509, 5235], [4513, 5237], [4516, 5241], [4518, 5246], [4521, 5250], [4521, 5253], [4522, 5254], [4521, 5256], [4522, 5257], [4522, 5259], [4521, 5260], [4521, 5264], [4520, 5265], [4520, 5270], [4519, 5271], [4519, 5273], [4515, 5279], [4509, 5282]]
2705	[[3456, 5240], [3454, 5240], [3453, 5241], [3451, 5241], [3450, 5242], [3448, 5242], [3446, 5241], [3446, 5240], [3448, 5239], [3448, 5237], [3450, 5235], [3456, 5238], [3456, 5240]]
2706	[[5830, 5246], [5826, 5246], [5826, 5240], [5825, 5246], [5822, 5246], [5821, 5244], [5820, 5246], [5819, 5239], [5820, 5237], [5830, 5236], [5830, 5246]]
2707	[[2168, 5241], [2160, 5241], [2159, 5242], [2158, 5242], [2159, 5241], [2158, 5240], [2162, 5237], [2168, 5238], [2168, 5241]]
2708	[[6100, 5247], [6099, 5247], [6097, 5246], [6096, 5247], [6095, 5246], [6091, 5246], [6089, 5247], [6088, 5246], [6088, 5245], [6087, 5246], [6086, 5245], [6088, 5243], [6090, 5239], [6093, 5238], [6095, 5240], [6098, 5241], [6100, 5244], [6100, 5247]]
2709	[[2390, 5258], [2388, 5258], [2387, 5257], [2383, 5256], [2382, 5255], [2378, 5252], [2378, 5250], [2379, 5249], [2379, 5247], [2381, 5243], [2382, 5242], [2383, 5243], [2383, 5242], [2387, 5239], [2388, 5240], [2389, 5244], [2391, 5245], [2394, 5246], [2396, 5250], [2396, 5255], [2390, 5258]]
2710	[[2642, 5255], [2642, 5253], [2640, 5250], [2643, 5247], [2644, 5245], [2648, 5244], [2648, 5247], [2651, 5247], [2651, 5247], [2649, 5246], [2653, 5243], [2652, 5242], [2653, 5241], [2655, 5240], [2659, 5240], [2660, 5239], [2662, 5241], [2661, 5242], [2663, 5245], [2663, 5248], [2661, 5250], [2661, 5253], [2660, 5253], [2659, 5255], [2658, 5255], [2656, 5258], [2654, 5258], [2653, 5257], [2650, 5258], [2648, 5256], [2646, 5256], [2645, 5255], [2642, 5255]]
2711	[[3458, 5273], [3453, 5273], [3452, 5272], [3449, 5272], [3445, 5270], [3444, 5266], [3442, 5266], [3439, 5265], [3438, 5261], [3436, 5258], [3436, 5254], [3435, 5253], [3435, 5250], [3434, 5249], [3439, 5243], [3441, 5242], [3450, 5242], [3454, 5240], [3458, 5240], [3459, 5241], [3465, 5242], [3466, 5244], [3465, 5247], [3466, 5248], [3466, 5252], [3467, 5253], [3467, 5256], [3469, 5260], [3469, 5263], [3467, 5265], [3466, 5264], [3465, 5265], [3466, 5269], [3464, 5271], [3461, 5271], [3458, 5273]]
2712	[[2168, 5245], [2160, 5245], [2159, 5247], [2158, 5247], [2158, 5243], [2160, 5241], [2168, 5241], [2168, 5245]]
2713	[[1241, 5300], [1239, 5300], [1238, 5301], [1225, 5301], [1221, 5298], [1220, 5298], [1217, 5295], [1216, 5295], [1204, 5283], [1203, 5283], [1200, 5281], [1200, 5280], [1197, 5276], [1197, 5274], [1198, 5273], [1196, 5272], [1196, 5266], [1195, 5265], [1195, 5263], [1196, 5262], [1197, 5257], [1199, 5255], [1202, 5250], [1203, 5250], [1205, 5248], [1208, 5247], [1212, 5244], [1214, 5244], [1218, 5242], [1223, 5242], [1224, 5243], [1230, 5243], [1231, 5244], [1235, 5244], [1236, 5245], [1242, 5246], [1244, 5247], [1246, 5250], [1247, 5251], [1247, 5252], [1250, 5256], [1250, 5264], [1251, 5265], [1251, 5284], [1252, 5285], [1252, 5289], [1251, 5290], [1251, 5293], [1250, 5295], [1241, 5300]]
2714	[[3236, 5249], [3244, 5244], [3247, 5244], [3251, 5242], [3253, 5242], [3255, 5244], [3249, 5244], [3246, 5246], [3243, 5246], [3238, 5249], [3236, 5249]]
2715	[[3997, 5246], [3992, 5246], [3991, 5244], [3995, 5242], [3997, 5244], [3997, 5246]]
2716	[[6355, 5269], [6353, 5268], [6353, 5266], [6352, 5265], [6355, 5264], [6356, 5263], [6352, 5262], [6353, 5259], [6355, 5257], [6354, 5256], [6356, 5254], [6359, 5255], [6361, 5253], [6361, 5251], [6360, 5250], [6363, 5247], [6364, 5247], [6368, 5244], [6373, 5243], [6375, 5245], [6377, 5245], [6377, 5246], [6375, 5247], [6375, 5249], [6374, 5250], [6374, 5253], [6373, 5254], [6373, 5257], [6372, 5258], [6371, 5266], [6369, 5268], [6369, 5269], [6367, 5269], [6366, 5270], [6358, 5270], [6357, 5269], [6355, 5269]]
2717	[[3253, 5265], [3251, 5265], [3250, 5264], [3248, 5265], [3247, 5264], [3243, 5264], [3244, 5260], [3245, 5259], [3245, 5252], [3245, 5251], [3243, 5253], [3241, 5253], [3240, 5251], [3239, 5250], [3239, 5249], [3241, 5247], [3243, 5246], [3246, 5246], [3249, 5244], [3255, 5244], [3257, 5247], [3257, 5253], [3258, 5254], [3257, 5259], [3258, 5259], [3259, 5257], [3259, 5260], [3258, 5261], [3256, 5261], [3255, 5263], [3254, 5262], [3253, 5265]]
2718	[[2168, 5249], [2166, 5249], [2165, 5248], [2162, 5248], [2160, 5249], [2158, 5248], [2160, 5245], [2168, 5245], [2168, 5249]]
2719	[[3997, 5252], [3997, 5252], [3995, 5251], [3994, 5252], [3990, 5252], [3988, 5253], [3987, 5249], [3990, 5246], [3997, 5246], [3997, 5252]]
2720	[[5483, 5310], [5482, 5309], [5478, 5308], [5472, 5303], [5472, 5302], [5468, 5297], [5468, 5295], [5467, 5294], [5468, 5293], [5467, 5292], [5467, 5290], [5469, 5288], [5467, 5287], [5467, 5284], [5470, 5278], [5471, 5272], [5476, 5262], [5482, 5256], [5483, 5256], [5490, 5250], [5494, 5248], [5496, 5248], [5497, 5247], [5501, 5247], [5502, 5246], [5508, 5246], [5509, 5247], [5511, 5247], [5517, 5250], [5519, 5252], [5522, 5253], [5527, 5259], [5528, 5261], [5528, 5274], [5526, 5277], [5528, 5278], [5527, 5279], [5527, 5283], [5526, 5284], [5525, 5289], [5523, 5291], [5523, 5292], [5515, 5301], [5514, 5301], [5510, 5305], [5509, 5305], [5505, 5308], [5503, 5308], [5502, 5309], [5495, 5309], [5494, 5310], [5483, 5310]]
2721	[[5820, 5248], [5820, 5246], [5820, 5248]]
2722	[[6107, 5261], [6105, 5262], [6103, 5262], [6100, 5264], [6096, 5264], [6093, 5262], [6093, 5260], [6094, 5259], [6094, 5257], [6091, 5257], [6090, 5258], [6087, 5257], [6088, 5255], [6087, 5251], [6089, 5249], [6092, 5249], [6088, 5248], [6091, 5246], [6095, 5246], [6096, 5247], [6098, 5246], [6098, 5247], [6097, 5248], [6099, 5249], [6098, 5250], [6099, 5252], [6100, 5251], [6101, 5252], [6102, 5251], [6104, 5252], [6110, 5252], [6110, 5256], [6107, 5260], [6107, 5261]]
2723	[[6379, 5269], [6377, 5269], [6379, 5268], [6379, 5266], [6377, 5267], [6376, 5269], [6375, 5268], [6373, 5268], [6372, 5266], [6371, 5265], [6371, 5263], [6372, 5262], [6372, 5258], [6373, 5257], [6373, 5254], [6374, 5253], [6374, 5250], [6375, 5249], [6376, 5246], [6381, 5246], [6383, 5247], [6383, 5249], [6385, 5250], [6386, 5253], [6388, 5252], [6389, 5255], [6389, 5254], [6390, 5254], [6390, 5259], [6388, 5261], [6389, 5262], [6388, 5265], [6387, 5266], [6383, 5265], [6382, 5267], [6379, 5269]]
2724	[[2169, 5254], [2169, 5254], [2168, 5253], [2160, 5253], [2159, 5254], [2158, 5252], [2160, 5249], [2162, 5248], [2165, 5248], [2166, 5249], [2168, 5250], [2169, 5254]]
2725	[[5832, 5252], [5831, 5252], [5831, 5249], [5830, 5252], [5822, 5252], [5821, 5249], [5831, 5248], [5832, 5250], [5832, 5252]]
